id,name,gender,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,url
5813,"Lebedev, Alexander",-,0,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/alexander-lebedev-5813
1482,"Leck, Bart van der",M,1876,1958,"Utrecht, Nederland","Blaricum, Nederland",http://www.tate.org.uk/art/artists/bart-van-der-leck-1482
6877,"Leckey, Mark",M,1964,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/mark-leckey-6877
1484,"Ledger, Janet",F,1931,0,"Northampton, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/janet-ledger-1484
1485,"Ledward, Gilbert",M,1888,1960,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/gilbert-ledward-1485
2246,"Lee, Catherine",F,1950,0,"Pampa, United States",Unknown,http://www.tate.org.uk/art/artists/catherine-lee-2246
339,"Lee, Frederick Richard",M,1799,1879,Unknown,Unknown,http://www.tate.org.uk/art/artists/frederick-richard-lee-339
16778,"Lee, Seung-Taek",M,1932,0,"Kowon-up, Choson Minjujuui In'min Konghwaguk",Unknown,http://www.tate.org.uk/art/artists/seung-taek-lee-16778
1486,"Lee, Sydney",M,1866,1949,"Manchester, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sydney-lee-1486
340,"Lee, Thomas Stirling",M,1857,1916,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-stirling-lee-340
8894,"Lee, Tim",M,1975,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/tim-lee-8894
2640,"Lee, Ufan",M,1936,0,"Kyongsang-namdo, Taehan Min'guk",Unknown,http://www.tate.org.uk/art/artists/lee-ufan-2640
2437,"Leech, John",M,1817,1864,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-leech-2437
1487,"Lees, Derwent",M,1885,1931,"Melbourne, Australia","London, United Kingdom",http://www.tate.org.uk/art/artists/derwent-lees-1487
1488,"Léger, Fernand",M,1881,1955,"Argentan, France","Gif-sur-Yvette, France",http://www.tate.org.uk/art/artists/fernand-leger-1488
1489,"Legnaghi, Igino",M,1936,0,"Verona, Italia",Unknown,http://www.tate.org.uk/art/artists/igino-legnaghi-1489
341,"Legros, Alphonse",M,1837,1911,"Dijon, France","Watford, United Kingdom",http://www.tate.org.uk/art/artists/alphonse-legros-341
1490,"Lehmbruck, Wilhelm",M,1881,1919,"Meiderich, Deutschland","Berlin, Deutschland",http://www.tate.org.uk/art/artists/wilhelm-lehmbruck-1490
1491,"Leigh, Maude Boughton",F,1881,1945,Unknown,Unknown,http://www.tate.org.uk/art/artists/maude-boughton-leigh-1491
342,"Leighton, Lord Frederic",M,1830,1896,"Scarborough, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/frederic-lord-leighton-342
1492,"Leirner, Felicia",F,1904,1994,"Warszawa, Polska",Unknown,http://www.tate.org.uk/art/artists/felicia-leirner-1492
13769,"Leirner, Jac",F,1961,0,"São Paulo, Brasil",Unknown,http://www.tate.org.uk/art/artists/jac-leirner-13769
12638,"Leirner, Nelson",M,1932,0,Brasil,Unknown,http://www.tate.org.uk/art/artists/nelson-leirner-12638
343,"Lely, Sir Peter",M,1618,1680,"Soest, Deutschland","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-peter-lely-343
344,"Lemon, Arthur",M,1850,1912,Isle of Man,"London, United Kingdom",http://www.tate.org.uk/art/artists/arthur-lemon-344
1493,"Lenk, Kaspar-Thomas",M,1933,0,"Berlin, Deutschland",Unknown,http://www.tate.org.uk/art/artists/kaspar-thomas-lenk-1493
2513,"Lennox, Lord William Pitt",M,1799,1881,"Midlothian, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/lord-william-pitt-lennox-2513
4828,"Leonard, Zoe",F,1961,0,"Liberty, United States",Unknown,http://www.tate.org.uk/art/artists/zoe-leonard-4828
3192,Leonilson (José Leonilson Bezerra Dias),M,1957,1993,"Fortaleza, Brasil","São Paulo, Brasil",http://www.tate.org.uk/art/artists/leonilson-jose-leonilson-bezerra-dias-3192
1496,"Leslie, Alexander J.",M,1873,1930,"London, United Kingdom","Lynton, United Kingdom",http://www.tate.org.uk/art/artists/alexander-j-leslie-1496
346,"Leslie, Charles Robert",M,1794,1859,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/charles-robert-leslie-346
347,"Leslie, George Dunlop",M,1835,1921,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/george-dunlop-leslie-347
1497,"Lessore, Helen",F,1907,1994,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/helen-lessore-1497
1498,John,M,1939,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-lessore-1498
348,"Lethaby, William Richard",M,1857,1931,"Barnstaple, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-richard-lethaby-348
2278,"Lethbridge, Julian",M,1947,0,"Colombo, Sri Lanka",Unknown,http://www.tate.org.uk/art/artists/julian-lethbridge-2278
2297,"Lett-Haines, Arthur",M,1894,1978,Unknown,Unknown,http://www.tate.org.uk/art/artists/arthur-lett-haines-2297
12048,"Leung, Yau",M,1941,1997,"Victoria, Zhonghua",Unknown,http://www.tate.org.uk/art/artists/yau-leung-12048
1499,"Leverett, David",M,1938,0,"Nottingham, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/david-leverett-1499
2753,"Levine, Sherrie",F,1947,0,"Hazleton, United States",Unknown,http://www.tate.org.uk/art/artists/sherrie-levine-2753
1943,"Levy, Simon",M,1886,1973,"Strasbourg, France","Paris, France",http://www.tate.org.uk/art/artists/simon-levy-1943
1500,"Lewis, A. Neville",M,1895,1972,"Cape Town, South Africa",Unknown,http://www.tate.org.uk/art/artists/a-neville-lewis-1500
349,"Lewis, George Robert",M,1782,1871,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/george-robert-lewis-349
350,"Lewis, John Frederick",M,1805,1876,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-frederick-lewis-350
1501,"Lewis, Morland",M,1903,1943,"Carmarthen, United Kingdom",North Africa,http://www.tate.org.uk/art/artists/morland-lewis-1501
1502,"Lewis, Wyndham",M,1882,1957,"Amherst, Canada","London, United Kingdom",http://www.tate.org.uk/art/artists/wyndham-lewis-1502
1504,"LeWitt, Sol",M,1928,2007,"Hartford, United States","New York, United States",http://www.tate.org.uk/art/artists/sol-lewitt-1504
1506,"Lhote, André",M,1885,1962,"Bordeaux, France","Paris, France",http://www.tate.org.uk/art/artists/andre-lhote-1506
7467,"Li, Yuan-chia",M,1929,1994,Zhonghua,"Carlisle, United Kingdom",http://www.tate.org.uk/art/artists/li-yuan-chia-7467
13716,"Libera, Zbigniew",M,1959,0,"Pabianice, Polska",Unknown,http://www.tate.org.uk/art/artists/zbigniew-libera-13716
1507,"Liberman, Alexander",M,1912,1999,"Kiyev, Ukrayina",Unknown,http://www.tate.org.uk/art/artists/alexander-liberman-1507
1508,"Lichtenstein, Roy",M,1923,1997,"New York, United States",Manhattan Island,http://www.tate.org.uk/art/artists/roy-lichtenstein-1508
2237,"Lieber, Tom",M,1949,0,"Saint Louis, United States",Unknown,http://www.tate.org.uk/art/artists/tom-lieber-2237
1509,"Liebermann, Max",M,1847,1935,"Berlin, Deutschland","Berlin, Deutschland",http://www.tate.org.uk/art/artists/max-liebermann-1509
1510,"Lightfoot, Maxwell Gordon",M,1886,1911,"Liverpool, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/maxwell-gordon-lightfoot-1510
10429,"Ligon, Glenn",M,1960,0,"Bronx, United States",Unknown,http://www.tate.org.uk/art/artists/glenn-ligon-10429
1511,"Lijn, Liliane",F,1939,0,"New York, United States",Unknown,http://www.tate.org.uk/art/artists/liliane-lijn-1511
1512,"Lim, Kim",F,1936,1997,Singapore,"London, United Kingdom",http://www.tate.org.uk/art/artists/kim-lim-1512
1513,"Lin, Richard",M,1933,0,Chung-hua Min-kuo,Unknown,http://www.tate.org.uk/art/artists/richard-lin-1513
10844,Linder,F,1954,0,"Liverpool, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/linder-10844
1514,"Lindner, Richard",M,1901,1978,"Hamburg, Deutschland","New York, United States",http://www.tate.org.uk/art/artists/richard-lindner-1514
1515,"Lindström, Bengt",M,1925,0,Sverige,Unknown,http://www.tate.org.uk/art/artists/bengt-lindstrom-1515
1516,"Ling, Rita M.",F,1922,0,"Wolverhampton, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/rita-m-ling-1516
13288,"Ling, Simon",M,1968,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/simon-ling-13288
15409,"Linke, Simon",M,1958,0,"Benalla, Australia",Unknown,http://www.tate.org.uk/art/artists/simon-linke-15409
351,"Linnell, John",M,1792,1882,"London, United Kingdom","Redhill, United Kingdom",http://www.tate.org.uk/art/artists/john-linnell-351
2268,"Linnell, William",M,1826,1906,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-linnell-2268
352,"Linton, William",M,1791,1876,"Liverpool, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-linton-352
1517,"Lion, Flora",F,1878,1958,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/flora-lion-1517
1518,"Lipchitz, Jacques",M,1891,1973,Lietuva,"Capri, Isola di, Italia",http://www.tate.org.uk/art/artists/jacques-lipchitz-1518
1519,"Lissitzky, El",M,1890,1941,"Pochinok, Rossiya","Moskva, Rossiya",http://www.tate.org.uk/art/artists/el-lissitzky-1519
1520,"Livens, Horace Mann",M,1862,1936,"Croydon, United Kingdom","Harrow, United Kingdom",http://www.tate.org.uk/art/artists/horace-mann-livens-1520
2438,"Liverseege, Henry",M,1803,1832,Unknown,Unknown,http://www.tate.org.uk/art/artists/henry-liverseege-2438
353,"Llewellyn, Sir William",M,1858,1941,"Cirencester, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-william-llewellyn-353
2765,"Lloyd, Hilary",F,1964,0,"Halifax, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/hilary-lloyd-2765
1521,"Lloyd, James",M,1905,1974,"England, United Kingdom","England, United Kingdom",http://www.tate.org.uk/art/artists/james-lloyd-1521
3080,"Lochore, Brad",M,1960,0,"Wellington, New Zealand",Unknown,http://www.tate.org.uk/art/artists/brad-lochore-3080
11946,"Locke, Hew",M,1959,0,"Edinburgh, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/hew-locke-11946
2514,"Locke, William, of Norbury, Junior",M,1767,1847,Unknown,Unknown,http://www.tate.org.uk/art/artists/william-locke-of-norbury-junior-2514
2439,"Locker, Edward Hawke",M,1777,1849,Unknown,Unknown,http://www.tate.org.uk/art/artists/edward-hawke-locker-2439
6007,"Lockhart, Sharon",F,1964,0,"Norwood, United States",Unknown,http://www.tate.org.uk/art/artists/sharon-lockhart-6007
1522,"Logan, Peter",M,1943,0,"Witney, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/peter-logan-1522
354,"Logsdail, William",M,1859,1944,"Lincoln, United Kingdom","Oxfordshire, United Kingdom",http://www.tate.org.uk/art/artists/william-logsdail-354
1523,"Lohse, Richard Paul",M,1902,1988,"Zürich, Schweiz",Unknown,http://www.tate.org.uk/art/artists/richard-paul-lohse-1523
1524,"Loker, John",M,1938,0,"Leeds, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/john-loker-1524
1138,London Gallery,-,1948,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/the-london-gallery-vaughan-grylls-nicholas-wegner-1138
2570,"Long, Amelia",F,1772,1837,"London, United Kingdom","Kent, United Kingdom",http://www.tate.org.uk/art/artists/amelia-long-lady-farnborough-2570
2571,"Long, Charles",M,1760,1838,Unknown,"Kent, United Kingdom",http://www.tate.org.uk/art/artists/charles-long-baron-farnborough-2571
1525,"Long, Richard",M,1945,0,"Bristol, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/richard-long-1525
505,"Longhi, Pietro",M,1702,1785,"Venezia, Italia","Venezia, Italia",http://www.tate.org.uk/art/artists/pietro-longhi-505
1526,"Longo, Robert",M,1953,0,"Brooklyn, United States",Unknown,http://www.tate.org.uk/art/artists/robert-longo-1526
7268,"Lord, Andrew",M,1950,0,"Rochdale, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/andrew-lord-7268
355,"Lorimer, John Henry",M,1856,1936,"Edinburgh, United Kingdom","Edinburgh, United Kingdom",http://www.tate.org.uk/art/artists/john-henry-lorimer-355
9596,Los Carpinteros,M,1971,0,Cuba,Unknown,http://www.tate.org.uk/art/artists/los-carpinteros-marco-antonio-castillo-valdes-dagoberto-rodriguez-sanchez-9596
2554,"Loudoun, Edith Maud Rawdon-Hasting, Countess of",F,1833,1874,Unknown,Unknown,http://www.tate.org.uk/art/artists/edith-maud-rawdon-hastings-countess-of-loudoun-2554
1527,"Louis, Morris",M,1912,1962,"Baltimore Independent City, United States","Washington, United States",http://www.tate.org.uk/art/artists/morris-louis-1527
1528,"Louw, Roelof",M,1936,0,"Cape Town, South Africa",Unknown,http://www.tate.org.uk/art/artists/roelof-louw-1528
1529,"Low, Sir David",M,1891,1963,"Dunedin, New Zealand","London, United Kingdom",http://www.tate.org.uk/art/artists/sir-david-low-1529
1530,"Lowe, Peter",M,1938,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/peter-lowe-1530
1531,"Lowinsky, Thomas",M,1892,1947,"London, United Kingdom","Aldbourne, United Kingdom",http://www.tate.org.uk/art/artists/thomas-lowinsky-1531
1532,"Lowndes, Alan",M,1921,1978,"Stockport, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/alan-lowndes-1532
1533,"Lowry, L.S.",M,1887,1976,"England, United Kingdom",Salford,http://www.tate.org.uk/art/artists/ls-lowry-1533
11405,"Lozano-Hemmer, Rafael",M,1967,0,"Ciudad de México, México",Unknown,http://www.tate.org.uk/art/artists/rafael-lozano-hemmer-11405
1534,"Lozoff, Abrasha",M,1887,1936,Unknown,Unknown,http://www.tate.org.uk/art/artists/abrasha-lozoff-1534
2708,"Lucas, David",M,1802,1881,Unknown,Unknown,http://www.tate.org.uk/art/artists/david-lucas-2708
356,"Lucas, John Seymour",M,1849,1923,Unknown,Unknown,http://www.tate.org.uk/art/artists/john-seymour-lucas-356
2643,"Lucas, Sarah",F,1962,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/sarah-lucas-2643
2341,Lucio,M,1929,1998,"Madrid, España",Unknown,http://www.tate.org.uk/art/artists/lucio-lucio-munoz-2341
1535,Lucy and Eegyudluk,-,1918,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/lucy-and-eegyudluk-1535
1536,"Lundquist, Evert",M,1904,0,"Stockholm, Sverige",Unknown,http://www.tate.org.uk/art/artists/evert-lundquist-1536
8594,"Lüpertz, Markus",M,1941,0,"Liberec, Ceská Republika",Unknown,http://www.tate.org.uk/art/artists/markus-lupertz-8594
16926,"Lye, Len",-,0,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/len-lye-16926
9403,"M/M (Paris, France)",-,1992,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/mm-paris-france-9403
357,"Macallum, Hamilton",M,1841,1896,"Argyll, United Kingdom","Beer, United Kingdom",http://www.tate.org.uk/art/artists/hamilton-macallum-357
2440,"Macartney, Carlile Henry Hayes",M,1842,1924,Unknown,Unknown,http://www.tate.org.uk/art/artists/carlile-henry-hayes-macartney-2440
358,"Macbeth, Robert Walker",M,1848,1910,"Glasgow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/robert-walker-macbeth-358
1537,"MacBryde, Robert",M,1913,1966,"Maybole, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/robert-macbryde-1537
359,"Maccallum, Andrew",M,1821,1902,Unknown,Unknown,http://www.tate.org.uk/art/artists/andrew-maccallum-359
1538,"Maccari, Mino",M,1898,1989,"Siena, Italia","Roma, Italia",http://www.tate.org.uk/art/artists/mino-maccari-1538
6024,"Macchi, Jorge",M,1963,0,"La Plata, Argentina",Unknown,http://www.tate.org.uk/art/artists/jorge-macchi-6024
360,"Maccoll, Dugald Sutherland",M,1859,1948,"Glasgow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/dugald-sutherland-maccoll-360
1539,"Macdonald, Frances",F,1914,2002,"Wallasey, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/frances-macdonald-1539
361,"Macdonald, Georgina",F,1840,1920,Unknown,Unknown,http://www.tate.org.uk/art/artists/georgina-macdonald-lady-burne-jones-361
362,"Macgregor, William York",M,1855,1923,"Argyll and Bute, United Kingdom",Oban,http://www.tate.org.uk/art/artists/william-york-macgregor-362
1540,"Mach, David",M,1956,0,"Methil, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/david-mach-1540
1541,"Machin, Arnold",M,1911,1999,Stoke on Trent,"Staffordshire, United Kingdom",http://www.tate.org.uk/art/artists/arnold-machin-1541
7507,"Maciá, Oswaldo",M,1960,0,"Cartagena, Colombia",Unknown,http://www.tate.org.uk/art/artists/oswaldo-macia-7507
1263,"Mack, Heinz",M,1931,0,"Lollar, Deutschland",Unknown,http://www.tate.org.uk/art/artists/heinz-mack-1263
1542,"Mackay, Alex",-,0,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/alex-mackay-1542
1543,"Mackennal, Sir Bertram",M,1863,1931,"Melbourne, Australia","Torquay, United Kingdom",http://www.tate.org.uk/art/artists/sir-bertram-mackennal-1543
1544,"Mackenzie, Alexander",M,1923,2002,"Liverpool, United Kingdom","Penzance, United Kingdom",http://www.tate.org.uk/art/artists/alexander-mackenzie-1544
1545,"Mackenzie, Alix",F,1922,1962,Unknown,Unknown,http://www.tate.org.uk/art/artists/alix-mackenzie-1545
363,"Mackenzie, Frederick",M,1787,1854,Unknown,"London, United Kingdom",http://www.tate.org.uk/art/artists/frederick-mackenzie-363
1546,"Mackenzie, Warren",M,1924,0,"Kansas City, United States",Unknown,http://www.tate.org.uk/art/artists/warren-mackenzie-1546
9555,"Mackie, Christina",F,1956,0,Canada,Unknown,http://www.tate.org.uk/art/artists/christina-mackie-9555
1547,"Mackinnon, Sine",M,1901,1996,"Newcastle, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/sine-mackinnon-1547
1548,"Mackintosh, Charles Rennie",M,1868,1928,"Glasgow, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/charles-rennie-mackintosh-1548
1549,"Maclaren, Donald",M,1886,1917,"Kensington, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/donald-maclaren-1549
365,"Maclise, Daniel",M,1806,1870,"Cork, Éire","London, United Kingdom",http://www.tate.org.uk/art/artists/daniel-maclise-365
1550,"Mactaggart, Sir William",M,1903,1981,"Loanhead, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/sir-william-mactaggart-1550
367,"MacWhirter, John",M,1839,1911,"Scotland, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/john-macwhirter-367
14729,"Madani, Tala",F,1981,0,Îran,Unknown,http://www.tate.org.uk/art/artists/tala-madani-14729
1551,"Maddox, Conroy",M,1912,2005,"Hertfordshire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/conroy-maddox-1551
1552,"Maddox, Ronald",M,1930,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/ronald-maddox-1552
1553,"Magritte, René",M,1898,1967,"Lessines, België","Schaerbeek, België",http://www.tate.org.uk/art/artists/rene-magritte-1553
1554,"Mahoney, Charles",M,1903,1968,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/charles-mahoney-1554
1555,"Maillol, Aristide",M,1861,1944,"Banyuls-sur-Mer, France","Perpignan, France",http://www.tate.org.uk/art/artists/aristide-maillol-1555
1557,"Maitec, Ovidiu",M,1925,0,"Arad, România",Unknown,http://www.tate.org.uk/art/artists/ovidiu-maitec-1557
1558,"Maitin, Sam",M,1928,2004,"Philadelphia, United States",Unknown,http://www.tate.org.uk/art/artists/sam-maitin-1558
1559,"Maitland, Paul",M,1863,1909,"Chelsea, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/paul-maitland-1559
6307,"Majerus, Michel",M,1967,2002,"Esch-sur-Alzette, Luxembourg",Unknown,http://www.tate.org.uk/art/artists/michel-majerus-6307
15619,"Makarius, Sameer",M,1924,2009,"Al-Qahirah, Misr","Buenos Aires, Argentina",http://www.tate.org.uk/art/artists/sameer-makarius-15619
1560,"Makowski, Kazimierz",M,1951,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/kazimierz-makowski-1560
2372,"Malchair, John Baptist",M,1729,1812,"Köln, Deutschland",Unknown,http://www.tate.org.uk/art/artists/john-baptist-malchair-2372
1561,"Malevich, Kazimir",M,1879,1935,"Kiyev, Ukrayina","Sankt-Peterburg, Rossiya",http://www.tate.org.uk/art/artists/kazimir-malevich-1561
2377,"Malinowski, Antoni",M,1955,0,"Warszawa, Polska",Unknown,http://www.tate.org.uk/art/artists/antoni-malinowski-2377
13714,"Maljkovic, David",M,1973,0,"Rijeka, Hrvatska",Unknown,http://www.tate.org.uk/art/artists/david-maljkovic-13714
1562,"Malthouse, Eric",M,1914,1997,"Birmingham, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/eric-malthouse-1562
1563,Man Ray,M,1890,1976,"Philadelphia, United States","Paris, France",http://www.tate.org.uk/art/artists/man-ray-1563
2233,"Manby, Thomas",M,1660,1690,Unknown,"London, United Kingdom",http://www.tate.org.uk/art/artists/thomas-manby-2233
1564,"Mancini, Antonio",M,1852,1930,"Roma, Italia","Roma, Italia",http://www.tate.org.uk/art/artists/antonio-mancini-1564
10069,"Mandel, Mike",M,1950,0,"Los Angeles, United States",Unknown,http://www.tate.org.uk/art/artists/mike-mandel-10069
1565,Mane-Katz,M,1894,1962,"Kremenchug, Ukrayina","Tel Aviv-Yafo, Yisra'el",http://www.tate.org.uk/art/artists/mane-katz-1565
1566,"Manessier, Alfred",M,1911,1993,"Saint-Ouen, France",Unknown,http://www.tate.org.uk/art/artists/alfred-manessier-1566
1567,"Manet, Edouard",M,1832,1883,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/edouard-manet-1567
7741,Mangelos,M,1921,1987,"Šid, Jugoslavija","Zagreb, Hrvatska",http://www.tate.org.uk/art/artists/mangelos-dimitrije-basicevic-7741
1568,"Mangold, Robert",M,1937,0,"North Tonawanda, United States",Unknown,http://www.tate.org.uk/art/artists/robert-mangold-1568
6614,"Mangolte, Babette",F,1941,0,"Jura, France",Unknown,http://www.tate.org.uk/art/artists/babette-mangolte-6614
1569,"Mann, Harrington",M,1864,1937,"Glasgow, United Kingdom","New York, United States",http://www.tate.org.uk/art/artists/harrington-mann-1569
1570,"Manson, James Bolivar",M,1879,1945,"London, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/james-bolivar-manson-1570
14941,"Mantz, Werner",M,1901,1983,"Köln, Deutschland","Eijsden, Nederland",http://www.tate.org.uk/art/artists/werner-mantz-14941
13085,"Manuel, Antonio",M,1947,0,"Aveiro, Portugal",Unknown,http://www.tate.org.uk/art/artists/antonio-manuel-13085
1571,"Manzoni, Piero",M,1933,1963,"Soncino, Italia","Milano, Italia",http://www.tate.org.uk/art/artists/piero-manzoni-1571
1572,"Manzu, Giacomo",M,1908,1991,"Bergamo, Italia",Unknown,http://www.tate.org.uk/art/artists/giacomo-manzu-1572
11413,"Mapplethorpe, Robert",M,1946,1989,"New York, United States","New York, United States",http://www.tate.org.uk/art/artists/robert-mapplethorpe-11413
1573,"Mara, Tim",M,1948,1997,"Dublin, Éire",Unknown,http://www.tate.org.uk/art/artists/tim-mara-1573
1574,"Maraz, Adriana",F,1931,0,"Ilirska Bistrica, Slovenija",Unknown,http://www.tate.org.uk/art/artists/adriana-maraz-1574
1575,"Marchand, Jean",M,1883,1941,"Paris, France","Paris, France",http://www.tate.org.uk/art/artists/jean-marchand-1575
1576,"Marchant, Paul",M,1948,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/paul-marchant-1576
6852,"Marclay, Christian",M,1955,0,"San Rafael, United States",Unknown,http://www.tate.org.uk/art/artists/christian-marclay-6852
1577,"Marcoussis, Louis",M,1878,1941,"Warszawa, Polska","Cusset, France",http://www.tate.org.uk/art/artists/louis-marcoussis-1577
1578,"Marden, Brice",M,1938,0,"Bronxville, United States",Unknown,http://www.tate.org.uk/art/artists/brice-marden-1578
11145,Marepe,M,1970,0,"Santo Antônio de Jesus, Brasil",Unknown,http://www.tate.org.uk/art/artists/marepe-11145
1579,"Mariani, Carlo Maria",M,1931,0,"Roma, Italia",Unknown,http://www.tate.org.uk/art/artists/carlo-maria-mariani-1579
8402,"Mariën, Marcel",M,1920,1993,"Antwerpen, België","Bruxelles, België",http://www.tate.org.uk/art/artists/marcel-marien-8402
1580,"Marin, John",M,1870,1953,"Rutherford, United States","Addison, United States",http://www.tate.org.uk/art/artists/john-marin-1580
1581,"Marini, Marino",M,1901,1980,"Pistoia, Italia","Viareggio, Italia",http://www.tate.org.uk/art/artists/marino-marini-1581
2533,"Marks, Henry Stacy",M,1829,1898,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/henry-stacy-marks-2533
1582,"Markson, Helena",F,1934,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/helena-markson-1582
368,"Marlow, William",M,1740,1813,"London, United Kingdom","Twickenham, United Kingdom",http://www.tate.org.uk/art/artists/william-marlow-368
2332,"Marquet, Albert",M,1875,1947,"Bordeaux, France","Paris, France",http://www.tate.org.uk/art/artists/albert-marquet-2332
369,"Marshall, Benjamin",M,1768,1835,"Leicestershire, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/benjamin-marshall-369
8806,"Marshall, William",M,1923,2007,"Cornwall, United Kingdom",Hayle,http://www.tate.org.uk/art/artists/william-marshall-8806
370,"Marshall, William Calder",M,1813,1894,"Edinburgh, United Kingdom","London, United Kingdom",http://www.tate.org.uk/art/artists/william-calder-marshall-370
2515,"Marsingall, A",-,1800,1899,Unknown,Unknown,http://www.tate.org.uk/art/artists/a-marsingall-2515
1583,"Martin, Agnes",F,1912,2004,Canada,Unknown,http://www.tate.org.uk/art/artists/agnes-martin-1583
15125,"Martin, Anne",F,1936,0,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/anne-martin-15125
2746,"Martin, Barry",M,1943,0,"Amersham, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/barry-martin-2746
2441,"Martin, Charles",M,1812,1906,Unknown,Unknown,http://www.tate.org.uk/art/artists/charles-martin-2441
6591,"Martin, Daria",F,1973,0,Unknown,Unknown,http://www.tate.org.uk/art/artists/daria-martin-6591
2442,"Martin, Elias",M,1739,1818,Stockholm,Sverige,http://www.tate.org.uk/art/artists/elias-martin-2442
1584,"Martin, Frank",M,1921,2005,"London, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/frank-martin-1584
2581,"Martin, J., of Canterbury",-,1800,1899,Unknown,Unknown,http://www.tate.org.uk/art/artists/j-martin-of-canterbury-2581
371,"Martin, John",M,1789,1854,"Haydon Bridge, United Kingdom",Douglas,http://www.tate.org.uk/art/artists/john-martin-371
1585,"Martin, Kenneth",M,1905,1984,"Sheffield, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/kenneth-martin-1585
1586,"Martin, Mary",F,1907,1969,"Folkestone, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/mary-martin-1586
8897,"Martin, Simon",M,1965,0,"Cheshire, United Kingdom",Unknown,http://www.tate.org.uk/art/artists/simon-martin-8897
